,Household_Id,Air bricks [EUPATH_0000018],Animal-drawn cart [EUPATH_0000166],Bank account [EUPATH_0000167],Bed [ENVO_00000501],Bicycle [ENVO_01000614],Boat with a motor [EUPATH_0000179],Boat without a motor [EUPATH_0000170],Car or truck [EUPATH_0000171],Cassette player [ENVO_01000578],Chair [ENVO_01000586],Clock [ENVO_01000596],Cooking fuel [EUPATH_0000023],Cupboard [ENVO_01000595],Drinking water source [ENVO_00003064],Dwelling type [ENVO_01000744],Eaves [EUPATH_0000015],Electricity [EUPATH_0021084],Floor material [EUPATH_0000006],Food problems per week [EUPATH_0000029],"Household wealth index, categorical [EUPATH_0000143]",Landline phone [ENVO_01000582],Lighting source [OBI_0400065],Mobile phone [ENVO_01000581],Motorcycle or scooter [ENVO_01000615],Radio [ENVO_01000577],Refrigerator [ENVO_01000583],Roof material [EUPATH_0000003],Sofa [ENVO_01000588],Sub-county in Uganda [EUPATH_0000054],Table [ENVO_01000584],Television [ENVO_01000579],Wall material [EUPATH_0000009],Watch [EUPATH_0000186]
174,HH206019206,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
175,HH206021604,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0
176,HH206024302,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,3,1,0,0,1,0,0,0,1,0,1,1,0,0,0
177,HH206024702,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,2,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0
178,HH206029707,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0
179,HH206030201,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
180,HH206031501,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,4,1,0,0,1,0,0,0,1,0,1,1,0,0,0
181,HH207000201,1,0,1,1,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,2,0,2,1,0,1,0,2,1,1,1,1,1,0
182,HH207000302,2,0,1,1,1,0,0,0,0,0,0,1,1,2,1,1,0,1,0,2,0,1,1,0,1,0,1,1,1,1,0,1,0
183,HH207003304,0,0,1,1,0,0,0,0,0,1,1,0,1,2,0,0,1,1,0,2,0,2,1,0,1,0,1,1,1,1,1,1,0
184,HH207009501,2,0,1,1,0,0,0,0,0,1,0,1,1,9,1,1,1,1,3,2,0,2,1,0,0,0,2,1,1,1,1,1,0
185,HH208007502,1,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,0,1,3,1,0,1,1,0,0,0,1,0,1,0,0,1,0
186,HH208008119,2,0,0,1,0,0,0,0,0,0,1,1,0,9,1,1,1,1,1,0,0,2,1,0,0,0,2,0,1,1,0,1,0
187,HH209005401,2,0,1,1,0,0,0,0,0,0,0,1,0,8,1,1,0,1,2,2,0,0,1,0,1,0,2,0,1,1,0,1,1
188,HH209008801,1,0,0,1,1,0,0,0,0,1,1,1,1,9,1,1,1,1,2,2,1,2,1,0,1,1,2,1,1,1,1,1,1
189,HH209009402,1,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,0,1,3,1,0,0,0,0,0,0,1,0,1,1,0,1,1
190,HH209009901,1,0,1,1,0,0,0,0,1,1,1,1,1,8,1,1,1,1,0,2,0,2,1,1,1,0,2,1,1,1,1,1,0
191,HH210000808,2,0,0,1,0,0,0,0,0,1,0,1,1,8,1,1,0,1,0,2,0,0,1,1,0,0,2,1,1,1,0,1,0
192,HH210009801,1,0,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,1,0,2,0,2,1,0,1,1,2,1,1,1,1,1,1
193,HH210012402,2,0,1,1,1,0,0,1,0,1,1,1,1,2,1,1,1,1,3,2,0,2,1,0,0,1,1,1,1,1,1,1,0
194,HH210018202,0,0,0,1,1,0,0,0,0,1,0,1,1,2,1,1,0,1,1,2,0,6,1,0,1,0,2,0,1,1,0,1,1
195,HH211003002,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
196,HH212000128,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,3,0,0,1,1,0,1,0,1,1,1,0,1,2,0
197,HH214000507,0,0,0,1,0,0,0,0,0,1,0,1,1,2,1,1,0,1,3,1,0,0,0,0,0,0,1,0,1,1,0,1,0
198,HH214000603,2,0,0,1,1,0,0,0,0,1,0,1,0,2,1,1,0,1,3,0,0,0,1,0,1,0,1,1,1,1,0,1,0
199,HH214000619,2,0,0,1,0,0,0,0,1,1,1,1,1,8,1,1,0,1,2,2,0,1,1,0,1,0,1,0,1,1,0,1,0
200,HH214000801,2,0,1,1,0,0,0,0,0,1,0,1,0,2,1,1,0,1,2,2,0,1,1,0,1,0,1,0,1,1,1,1,1
201,HH214000915,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,3,0,0,1,1,0,1,0,1,1,1,1,0,1,0
202,HH216000453,0,0,0,1,1,0,0,0,0,1,0,1,0,8,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
203,HH216001607,0,0,1,1,0,0,0,0,1,1,1,1,0,2,1,1,1,1,0,2,0,2,1,0,1,0,2,1,1,1,1,1,0
204,HH216001613,0,0,1,1,1,0,0,0,0,0,0,1,0,2,1,1,1,1,3,2,0,2,1,0,1,0,2,1,1,1,0,1,0
205,HH216001914,1,0,0,1,0,0,0,0,0,1,1,1,0,2,1,1,0,1,3,2,0,1,1,0,1,0,1,1,1,1,0,1,0
206,HH216001964,1,0,0,0,1,0,0,0,0,1,0,1,0,2,1,1,1,1,2,1,0,2,1,0,0,0,2,1,1,0,0,1,0
207,HH217000304,2,0,1,1,0,0,0,0,0,1,1,1,1,2,1,1,0,1,3,2,0,4,0,0,1,0,2,0,1,1,0,1,1
208,HH217000903,2,0,1,1,0,0,0,0,0,1,0,1,0,2,1,1,0,1,2,0,0,1,1,0,1,0,1,0,1,0,0,1,0
209,HH217001002,2,0,0,1,1,0,0,0,0,1,1,1,1,8,1,1,1,1,3,2,0,2,1,0,1,0,1,0,1,1,0,1,0
210,HH217001702,0,0,0,1,1,0,0,0,0,1,0,1,0,9,0,0,0,1,2,0,0,1,1,1,0,0,2,0,1,1,0,1,0
211,HH217001803,0,0,0,1,1,0,0,0,0,1,0,1,1,8,1,1,0,1,2,2,0,0,1,0,0,0,2,1,1,1,0,1,0
212,HH217002805,1,0,1,1,0,0,0,0,1,1,0,1,1,2,1,1,1,1,1,2,0,2,1,1,1,0,1,1,1,1,1,1,0
213,HH217003105,0,0,1,1,0,0,0,0,1,0,0,1,0,8,1,1,0,1,2,2,0,4,1,0,1,0,2,0,1,1,1,1,0
214,HH218000403,0,0,1,1,0,0,0,0,1,1,0,1,1,8,1,1,0,1,0,2,0,5,1,0,1,0,2,0,1,1,0,1,0
215,HH218000604,2,0,1,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,2,0,0,1,1,0,0,0,1,0,1,1,0,1,0
216,HH218003807,1,0,1,1,0,0,0,0,0,1,0,1,1,2,1,1,1,1,2,2,0,2,1,0,1,0,2,1,1,1,0,1,0
217,HH218004703,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,2,0,1,1,0,1,0,2,0,1,1,0,1,0
218,HH218005201,0,0,1,1,0,0,0,0,0,1,1,1,1,8,0,0,1,1,0,2,0,2,1,0,1,0,2,1,1,1,1,1,1
219,HH218006001,1,0,1,1,0,0,0,0,0,1,0,1,1,2,1,1,0,1,2,2,0,1,1,0,0,0,1,0,1,1,0,1,0
220,HH219005102,2,1,1,1,1,0,0,0,0,1,0,1,1,2,1,1,0,1,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1
221,HH220000244,2,0,0,1,0,0,0,0,0,1,0,1,1,2,1,1,1,1,0,2,0,6,1,0,1,0,1,1,1,1,1,2,0
222,HH221002103,2,0,1,1,0,0,0,0,0,1,1,1,1,2,1,1,0,1,2,2,0,1,1,0,0,0,2,0,1,1,0,1,0
223,HH221002517,1,0,1,1,1,0,0,0,0,1,0,1,0,2,1,1,1,1,0,2,0,6,1,1,1,0,2,1,1,1,0,1,1
224,HH302008702,1,0,0,1,1,0,0,0,0,1,0,0,1,7,1,1,0,2,4,2,0,0,1,0,1,0,1,1,2,1,0,1,1
225,HH303001503,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,2,2,1,0,4,0,0,0,0,1,0,2,0,0,0,0
226,HH303001706,1,0,1,1,0,0,0,0,0,1,0,0,0,4,1,1,0,4,3,1,0,0,0,0,0,0,1,0,2,1,0,1,0
227,HH306006701,0,0,0,1,1,0,0,0,1,0,0,0,0,7,0,0,0,2,3,1,0,0,1,0,1,0,0,0,2,0,0,0,0
228,HH306008101,0,0,0,1,1,0,0,0,0,1,0,0,1,7,0,0,0,2,0,2,0,0,1,1,0,0,0,0,2,1,0,0,0
229,HH307000701,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,4,1,0,0,1,0,0,0,1,0,2,1,0,0,0
230,HH307004501,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
231,HH307005701,1,0,0,1,1,0,0,0,0,1,0,0,0,7,0,1,0,0,2,2,0,1,1,0,1,0,1,1,2,1,0,0,0
232,HH308002501,1,0,1,1,0,0,0,0,0,1,1,0,1,2,1,1,0,1,3,2,0,1,1,0,1,0,1,0,2,1,0,1,0
233,HH310000402,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,0,0,1,0,1,0,1,1,2,1,0,0,0
234,HH312002201,1,0,0,1,0,0,0,0,0,1,1,0,1,7,0,1,0,2,4,2,1,0,0,0,1,0,1,1,2,1,0,0,0
235,HH313002201,0,0,0,1,0,0,0,0,0,1,1,0,0,4,0,1,0,2,3,0,0,1,1,0,1,0,1,1,2,1,0,0,0
236,HH314004201,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,1,0,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0
237,HH316007601,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,0,0,2,0,2,0,0,0,0,1,0,1,0,2,1,0,0,0
238,HH318002001,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,2,4,1,0,0,1,0,0,0,1,0,2,1,0,0,0
239,HH318012803,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,2,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0
240,HH318012818,1,0,1,1,1,0,0,0,0,1,0,0,0,7,1,1,0,1,2,2,0,4,1,1,1,0,1,0,2,1,0,1,0
241,HH318023901,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0
242,HH318024801,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,2,4,1,0,0,1,0,0,0,1,0,2,1,0,0,0
243,HH319011302,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,2,3,0,0,0,0,0,1,0,1,0,2,1,0,0,0
244,HH320004801,1,0,0,1,0,0,0,0,0,1,0,0,0,7,0,1,0,2,3,1,0,0,0,0,1,0,1,0,2,1,0,0,0
245,HH320006101,1,0,0,1,1,0,0,0,0,1,0,0,0,7,0,1,0,2,3,0,0,0,1,0,1,0,1,1,2,1,0,0,0
246,HH321000701,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,1,0,2,3,1,0,0,0,0,0,0,1,0,2,1,0,0,0
247,HH321000804,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0
248,HH321005004,1,0,0,1,1,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0
249,HH322001001,1,0,0,1,0,0,0,0,0,1,0,0,0,10,0,1,0,0,1,1,0,0,1,0,0,0,1,1,2,1,0,0,0
250,HH322003601,1,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,0,2,4,1,0,0,0,0,0,0,1,0,2,1,0,0,0
251,HH323000101,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0,0,0,2,2,2,0,0,1,0,1,0,1,0,2,1,0,0,0
252,HH323016601,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0
253,HH324003501,0,0,1,1,0,0,0,0,1,1,0,0,0,4,0,1,0,2,2,2,0,0,1,0,1,0,1,0,2,1,0,0,0
254,HH325008301,1,0,1,1,0,0,0,0,0,1,0,0,0,7,1,1,0,1,3,0,0,5,1,0,1,0,1,1,2,1,0,1,0
255,HH327006401,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,1,0,2,1,0,0,0
256,HH328007401,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,2,3,1,0,0,1,0,0,0,1,0,2,0,0,0,0
257,HH331001002,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,2,0,2,0,0,1,0,1,0,1,0,2,1,0,0,0
258,HH331005301,2,0,0,1,0,0,0,0,0,1,0,0,0,10,1,1,0,1,2,2,0,0,1,0,1,0,1,0,2,1,0,1,0
259,HH332003601,1,0,0,1,0,0,0,0,0,1,0,0,0,7,0,1,0,2,2,2,0,0,1,1,1,0,1,1,2,1,0,0,0
260,HH335003701,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,2,4,0,0,0,0,0,1,0,1,0,2,1,0,0,0
261,HH336003902,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,2,1,1,0,0,0,0,1,0,1,0,2,0,0,0,0
262,HH336004801,1,0,0,1,1,0,0,0,0,1,0,0,1,3,0,1,0,2,2,2,0,0,1,0,1,0,1,0,2,1,0,0,0
263,HH337003602,1,0,0,1,1,0,0,0,0,1,0,0,0,4,0,1,0,2,2,2,0,1,1,0,1,0,1,1,2,1,0,0,0
264,HH337004501,1,0,0,1,0,0,0,0,0,1,0,0,0,4,1,1,0,1,3,0,0,3,1,0,1,0,1,1,2,1,0,1,0
265,HH339008601,1,0,0,1,0,0,0,0,0,0,0,1,0,12,1,1,0,1,3,1,0,0,0,0,0,0,1,0,2,0,0,1,0
266,HH340000201,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3,0,0,0,1,0,1,0,1,1,2,1,0,0,0
267,HH340001201,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,2,0,1,1,0,1,0,1,1,2,1,0,1,0
268,HH340005701,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,4,0,0,0,0,0,1,0,0,0,2,1,0,0,0
269,HH341001601,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,2,3,0,0,0,1,0,1,0,0,0,2,1,0,0,0
270,HH342002701,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,2,0,1,0,0,1,0,1,1,2,1,0,0,0
271,HH343005901,1,0,0,1,1,0,0,0,0,1,0,0,1,4,0,1,0,2,3,2,0,0,1,0,1,0,1,0,2,1,0,0,0
272,HH344001501,1,0,0,1,0,0,0,0,0,1,0,0,1,3,0,1,0,2,3,0,0,0,0,0,0,0,1,0,2,1,0,0,0
273,HH348000701,1,0,0,1,0,0,0,0,0,1,0,0,0,7,0,1,0,2,3,1,0,0,0,0,1,0,1,0,2,1,0,0,0
274,HH349004602,1,0,0,1,0,0,0,0,0,1,0,0,0,5,1,1,0,5,3,0,0,0,1,0,1,0,1,0,2,1,0,1,0
275,HH349005201,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,2,0,0,1,1,1,0,1,0,2,1,0,1,0
276,HH350004602,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,2,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0
277,HH355009301,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,0,0
278,HH356006201,1,0,0,1,0,0,0,0,0,1,0,0,1,5,0,1,0,0,3,0,0,0,1,0,0,0,1,1,2,1,0,0,1
279,HH357002601,1,0,0,1,0,0,0,0,0,1,0,0,0,10,0,1,0,2,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0
280,HH357004501,1,0,2,1,1,0,0,0,0,1,1,0,1,0,0,1,0,2,0,2,0,0,0,0,1,0,1,1,2,1,0,0,0
281,HH357006701,1,0,0,1,1,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0
282,HH358007601,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,3,0,0,0,0,0,1,0,1,0,2,1,0,0,0
283,HH359003601,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,4,1,0,0,1,0,0,0,0,0,2,1,0,0,0
284,HH361001601,1,0,0,1,0,0,0,0,0,1,1,0,0,7,1,1,0,1,3,0,0,0,1,0,0,0,1,0,2,1,0,1,0
285,HH361005301,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,2,3,2,0,5,1,1,1,0,1,1,2,1,0,0,1
286,HH362002701,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1,0,1,0,2,1,0,0,0
287,HH362004501,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,1,0,1,0,2,0,0,0,0
288,HH363000305,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,2,2,0,0,1,1,1,1,0,1,0,2,0,0,1,0
289,HH363008301,1,0,0,1,0,0,0,0,0,1,0,0,1,4,0,1,0,2,3,0,0,0,0,0,1,0,1,0,2,1,0,0,0
290,HH364002001,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,2,2,2,0,0,1,0,1,0,1,0,2,1,0,0,0
291,HH364004201,1,0,0,1,0,0,0,0,0,1,0,0,1,4,0,1,0,2,4,0,0,0,0,0,1,0,1,1,2,1,0,0,0
292,HH365007001,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0
293,HH368001901,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,1,0,5,0,0,1,0,0,0,2,0,0,0,0
294,HH368003602,1,0,0,1,1,0,0,0,0,1,0,0,0,3,0,1,0,2,4,0,0,0,1,1,1,0,1,0,2,1,0,0,0
295,HH368004201,1,0,0,1,1,0,0,0,0,1,0,0,0,4,0,1,0,2,2,2,0,0,1,0,1,0,1,0,2,1,0,0,1
296,HH402003501,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,5,2,0,0,0,1,0,1,0,1,0,2,1,0,1,0
297,HH404005901,1,0,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,0,1,0,2,1,0,0,0
298,HH405003001,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0
299,HH405006901,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,0,0,0,1,0,1,0,1,0,2,1,0,0,0
300,HH407005302,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,4,2,0,0,0,0,1,0,1,1,2,1,0,1,0
301,HH408004201,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,2,3,2,0,0,1,0,1,0,1,1,2,1,0,0,1
302,HH412004901,1,0,1,1,1,0,0,0,0,1,0,0,1,7,1,1,0,1,3,2,0,0,1,0,1,0,1,1,2,1,0,1,0
303,HH412008801,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,3,0,0,0,0,0,1,0,1,0,2,1,0,0,0
304,HH412011201,1,0,0,1,1,0,0,0,0,1,0,0,0,10,0,1,0,2,3,1,0,0,1,0,0,0,1,0,2,1,0,0,0
305,HH414003001,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,0,0,0,1,0,1,0,1,0,2,1,0,0,0
306,HH416003101,1,0,0,1,0,0,0,0,0,1,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0
307,HH419002201,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,1,0,2,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0
308,HH421003602,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2,3,2,0,0,1,0,1,0,1,0,2,1,0,1,0
309,HH425001001,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,2,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0
310,HH425007801,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,2,2,2,0,2,1,0,1,0,1,1,2,1,0,1,0
311,HH425011801,1,0,0,1,1,0,0,0,0,1,0,0,0,7,0,1,0,2,2,2,0,0,1,0,1,0,1,0,2,1,0,0,0
312,HH429000901,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,2,4,1,0,0,0,0,1,0,0,0,2,0,0,0,0
313,HH429008401,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,2,1,0,1,0
314,HH431002101,1,0,1,1,0,0,0,0,0,1,1,0,0,2,1,1,0,1,3,2,0,6,1,0,1,0,1,1,2,1,0,1,1
315,HH432003601,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,1,0,1,0,0,0,2,1,0,0,0
316,HH432007301,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,1,0,2,1,0,0,0
317,HH440001406,1,0,1,1,0,0,0,0,0,1,1,1,1,2,1,1,1,1,0,2,0,2,1,0,1,0,1,0,2,1,0,1,1
318,HH441000906,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,1,0,4,1,0,0,0,1,0,2,0,0,1,0
319,HH442000701,1,0,1,1,1,0,0,1,0,1,0,1,0,2,0,0,1,1,4,2,0,2,1,0,1,0,1,0,2,1,0,1,0
320,HH442004603,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,0,2,2,2,0,1,1,0,1,0,1,0,2,1,0,1,1
321,HH442006104,1,0,1,1,0,0,0,0,1,1,0,1,1,2,1,1,1,1,2,2,0,2,1,0,1,1,1,0,2,1,1,1,0
322,HH443005504,1,0,1,1,1,0,0,0,0,1,0,1,0,2,1,1,0,1,0,2,0,1,1,1,1,0,1,0,2,1,0,1,0
323,HH443006608,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,1,0,2,1,0,0,0
324,HH443007701,1,0,1,1,0,0,0,0,0,1,0,1,1,2,1,1,0,1,0,2,0,1,1,0,1,0,1,0,2,1,0,1,0
325,HH444002801,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,2,0,0,1,0,1,0,1,0,2,1,0,0,0
326,HH445000802,1,0,0,1,0,0,0,0,0,1,0,0,0,4,1,1,0,1,2,0,0,1,0,0,1,0,1,0,2,1,0,1,0
327,HH445010002,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,2,0,0,4,1,0,1,0,1,0,2,0,0,1,0
328,HH446000202,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,2,3,0,0,4,1,0,1,0,1,0,2,1,0,0,0
329,HH446006202,1,0,1,1,1,0,0,0,0,1,0,0,1,7,1,1,0,2,1,2,0,0,1,0,1,0,1,0,2,1,0,1,0
330,HH447002101,1,0,0,1,1,0,0,0,0,1,0,0,1,4,1,1,0,4,3,2,0,0,1,1,0,0,1,1,2,1,0,1,1
